customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,address,postcode,state,country,property_valuation,Recency,Frequency,Profit,RFM_Score,Category
367,Katrinka,Sturrock,Female,93.0,1985-02-17,Programmer II,Manufacturing,Mass Customer,N,Yes,12.0,35.0,279 Jenna Circle,2179.0,NSW,Australia,12.0,43.0,5.0,2022.2000000000003,8.0,Promising
369,Alic,Trenear,Male,19.0,1991-08-24,Actuary,Financial Services,Mass Customer,N,Yes,9.0,29.0,6085 Petterle Circle,3130.0,VIC,Australia,10.0,101.0,8.0,3931.7700000000004,8.0,Promising
3417,Deedee,Coxall,Female,91.0,1973-02-18,Social Worker,Health,Mass Customer,N,No,7.0,47.0,182 Thierer Pass,3131.0,VIC,Australia,12.0,95.0,8.0,3975.1400000000003,8.0,Promising
382,Issiah,Fardell,Male,68.0,1985-08-14,Research Nurse,Health,Mass Customer,N,Yes,7.0,35.0,99826 Steensland Avenue,2162.0,NSW,Australia,5.0,35.0,7.0,1657.4499999999998,8.0,Promising
389,Dorene,Scrivner,Female,97.0,1975-04-27,Help Desk Operator,Entertainment,Affluent Customer,N,Yes,17.0,45.0,8 Holy Cross Center,2047.0,NSW,Australia,9.0,27.0,6.0,2123.26,8.0,Promising
3415,Alberik,Kelsey,Male,43.0,1963-01-17,Quality Engineer,Property,High Net Worth,N,Yes,11.0,57.0,1 Village Green Circle,2285.0,NSW,Australia,7.0,102.0,5.0,4593.820000000001,8.0,Promising
396,Peria,Iscowitz,Female,98.0,1967-01-25,Systems Administrator III,Telecommunications,High Net Worth,N,Yes,16.0,53.0,32 Farragut Avenue,2076.0,NSW,Australia,11.0,91.0,6.0,4647.130000000001,8.0,Promising
397,Nerissa,Foote,Female,86.0,1981-02-09,Paralegal,Financial Services,Affluent Customer,N,Yes,5.0,39.0,5 Florence Hill,4124.0,QLD,Australia,7.0,22.0,5.0,2618.0,8.0,Promising
409,Tatiania,O'Kane,Female,84.0,1978-01-23,Executive Secretary,Health,Mass Customer,N,Yes,13.0,42.0,8 Monterey Plaza,2066.0,NSW,Australia,9.0,13.0,4.0,2267.84,8.0,Promising
459,Bel,Cheeke,Female,88.0,1986-04-08,Civil Engineer,Manufacturing,Mass Customer,N,Yes,13.0,34.0,57 Columbus Road,4870.0,QLD,Australia,5.0,38.0,5.0,2402.4,8.0,Promising
468,Valeria,Ladyman,Female,11.0,1974-01-19,Software Test Engineer I,Property,High Net Worth,N,Yes,8.0,46.0,091 Farragut Crossing,3058.0,VIC,Australia,9.0,56.0,6.0,4063.59,8.0,Promising
472,Kippy,Jessel,Female,38.0,1990-11-16,Internal Auditor,Financial Services,Mass Customer,N,Yes,8.0,30.0,9907 Morningstar Pass,2147.0,NSW,Australia,9.0,49.0,5.0,3309.79,8.0,Promising
486,Prudi,Edon,Female,0.0,1955-12-30,Technical Writer,Manufacturing,Affluent Customer,N,Yes,15.0,65.0,87 Stone Corner Park,3141.0,VIC,Australia,7.0,88.0,5.0,4915.77,8.0,Promising
491,Andrea,Funcheon,Male,45.0,1976-02-20,Speech Pathologist,Property,Affluent Customer,N,Yes,19.0,44.0,31 Twin Pines Trail,3775.0,VIC,Australia,10.0,68.0,7.0,2735.71,8.0,Promising
3399,Hillyer,Biddulph,Male,95.0,1996-10-05,VP Accounting,Financial Services,Mass Customer,N,No,2.0,24.0,2 Monterey Terrace,2120.0,NSW,Australia,9.0,37.0,4.0,3084.76,8.0,Promising
495,Lucius,Prescott,Male,91.0,1959-02-21,VP Accounting,Financial Services,Mass Customer,N,Yes,6.0,61.0,4 Pond Parkway,3185.0,VIC,Australia,9.0,119.0,6.0,4087.0400000000004,8.0,Promising
499,Dalli,Baggally,Male,39.0,1961-03-15,Budget/Accounting Analyst III,Financial Services,Affluent Customer,N,No,19.0,59.0,02 Boyd Crossing,3143.0,VIC,Australia,7.0,113.0,11.0,4043.5799999999995,8.0,Promising
3163,Irvine,Mc Mechan,Male,38.0,1968-01-06,Environmental Specialist,Argiculture,Affluent Customer,N,No,19.0,52.0,55152 Delaware Park,2151.0,NSW,Australia,10.0,14.0,6.0,1496.78,8.0,Promising
2772,Reynolds,Vreede,Male,15.0,1954-10-25,Quality Engineer,Property,Affluent Customer,N,Yes,13.0,66.0,542 Hayes Plaza,2750.0,NSW,Australia,9.0,30.0,5.0,2446.21,8.0,Promising
3114,Judah,Prime,Male,48.0,1974-05-09,Teacher,IT,Mass Customer,N,Yes,18.0,46.0,7285 Waxwing Pass,2620.0,NSW,Australia,5.0,3.0,4.0,1942.45,8.0,Promising
1377,Giacomo,Roseburgh,Male,86.0,1989-11-05,Mechanical Systems Engineer,Retail,Mass Customer,N,Yes,2.0,31.0,0 Grasskamp Pass,3170.0,VIC,Australia,10.0,75.0,5.0,2814.08,8.0,Promising
1624,Hakim,Burnhard,Male,18.0,1980-04-05,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6.0,40.0,718 Colorado Court,2220.0,NSW,Australia,8.0,3.0,6.0,1627.2200000000003,8.0,Promising
1609,Reginald,Hanwright,Male,64.0,1996-11-26,Professor,Property,Mass Customer,N,Yes,3.0,24.0,373 Oak Valley Avenue,2048.0,NSW,Australia,11.0,61.0,5.0,4041.6000000000004,8.0,Promising
1339,Mariam,Guiel,Female,82.0,1978-09-12,Editor,IT,High Net Worth,N,No,14.0,42.0,8766 Onsgard Plaza,3805.0,VIC,Australia,8.0,102.0,5.0,4713.22,8.0,Promising
1607,Tiffani,Van Castele,Female,39.0,1988-01-22,Marketing Assistant,Retail,Mass Customer,N,Yes,15.0,32.0,5 Algoma Point,3809.0,VIC,Australia,5.0,1.0,5.0,1681.02,8.0,Promising
1349,Curran,Gush,Male,83.0,1997-07-05,Electrical Engineer,Manufacturing,Affluent Customer,N,No,1.0,23.0,77 Acker Alley,3151.0,VIC,Australia,10.0,43.0,6.0,1905.1600000000003,8.0,Promising
3098,Tiff,Ovett,Female,77.0,1980-07-15,Dental Hygienist,Health,Mass Customer,N,No,12.0,40.0,148 Marcy Pass,4301.0,QLD,Australia,4.0,38.0,4.0,2968.25,8.0,Promising
1572,Tam,Jahner,Male,51.0,1957-07-26,Recruiting Manager,Financial Services,High Net Worth,N,Yes,16.0,63.0,8 Heffernan Crossing,2126.0,NSW,Australia,12.0,111.0,6.0,7651.019999999999,8.0,Promising
3145,Gar,Barnewille,Male,17.0,1978-06-17,Paralegal,Financial Services,High Net Worth,N,Yes,7.0,42.0,3 Cody Trail,2010.0,NSW,Australia,7.0,68.0,6.0,4067.6400000000003,8.0,Promising
3104,Diahann,Blundan,Female,19.0,1994-11-30,Business Systems Development Analyst,Property,Mass Customer,N,Yes,2.0,26.0,9 Dryden Crossing,4118.0,QLD,Australia,3.0,49.0,5.0,3491.3799999999997,8.0,Promising
1541,Dynah,Grimes,Female,7.0,1954-12-28,Structural Engineer,Argiculture,Mass Customer,N,Yes,13.0,66.0,22 Portage Road,2155.0,NSW,Australia,9.0,70.0,5.0,3324.8900000000003,8.0,Promising
1508,Orv,Milland,Male,80.0,1986-08-28,Clinical Specialist,Health,Affluent Customer,N,Yes,11.0,34.0,04489 Corscot Hill,2232.0,NSW,Australia,10.0,61.0,5.0,3479.0099999999998,8.0,Promising
1505,Cristian,Trounce,Male,90.0,1993-10-21,Recruiting Manager,Financial Services,Mass Customer,N,No,3.0,27.0,30 Bay Hill,2229.0,NSW,Australia,12.0,18.0,4.0,3825.71,8.0,Promising
1504,Coop,Corneck,Male,98.0,1975-03-01,Data Coordiator,Property,Affluent Customer,N,Yes,13.0,45.0,39677 Emmet Terrace,2211.0,NSW,Australia,10.0,5.0,5.0,713.22,8.0,Promising
1372,Rockie,Wheldon,Male,44.0,1980-02-07,Computer Systems Analyst III,Manufacturing,Affluent Customer,N,No,17.0,40.0,6 Forster Crossing,3198.0,VIC,Australia,8.0,66.0,6.0,2935.6800000000003,8.0,Promising
1497,Karole,Grinin,Female,70.0,1973-08-11,Marketing Assistant,Retail,High Net Worth,N,No,14.0,47.0,7049 Sutteridge Lane,2251.0,NSW,Australia,8.0,86.0,6.0,3022.9899999999993,8.0,Promising
1648,Prissie,Dyde,Female,22.0,1981-09-06,VP Accounting,Financial Services,Mass Customer,N,No,8.0,39.0,65387 Thackeray Parkway,3197.0,VIC,Australia,10.0,13.0,4.0,2124.93,8.0,Promising
1496,Cordie,Disbrow,Female,22.0,1998-02-05,Human Resources Manager,IT,Affluent Customer,N,No,3.0,22.0,7764 Declaration Hill,2261.0,NSW,Australia,9.0,81.0,5.0,3181.1600000000008,8.0,Promising
1481,Ellissa,Stanney,Female,93.0,1976-06-26,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,14.0,44.0,038 North Court,2333.0,NSW,Australia,3.0,78.0,8.0,2551.05,8.0,Promising
1463,Willie,Landsberg,Male,53.0,1965-04-18,Chief Design Engineer,Property,High Net Worth,N,Yes,18.0,55.0,14179 Springs Drive,2557.0,NSW,Australia,9.0,25.0,5.0,2171.7299999999996,8.0,Promising
1381,Ellary,Ramsey,Male,79.0,1985-11-03,Engineer IV,Manufacturing,Affluent Customer,N,Yes,15.0,35.0,6229 Amoth Place,3156.0,VIC,Australia,8.0,135.0,5.0,4177.610000000001,8.0,Promising
1385,Melesa,Priddy,Female,39.0,1957-08-17,Cost Accountant,Financial Services,Mass Customer,N,No,16.0,63.0,28 Menomonie Street,3140.0,VIC,Australia,10.0,25.0,5.0,2624.5699999999997,8.0,Promising
2773,Page,Farthin,Male,69.0,1976-03-21,Structural Engineer,Manufacturing,Mass Customer,N,Yes,20.0,44.0,0 Debs Lane,3204.0,VIC,Australia,7.0,4.0,4.0,2293.1299999999997,8.0,Promising
1388,Carny,Shilstone,Male,86.0,1972-08-14,Internal Auditor,Financial Services,Mass Customer,N,No,7.0,48.0,70676 Eggendart Trail,3028.0,VIC,Australia,8.0,48.0,6.0,3792.12,8.0,Promising
3132,Nicko,Artois,Male,33.0,1975-04-15,Sales Representative,Retail,Mass Customer,N,Yes,7.0,45.0,33794 Sommers Crossing,2502.0,NSW,Australia,6.0,50.0,5.0,3426.5400000000004,8.0,Promising
1430,Kalli,Pigeram,Female,86.0,1999-07-24,Biostatistician I,Manufacturing,Mass Customer,N,Yes,3.0,21.0,7847 Buell Trail,2759.0,NSW,Australia,8.0,22.0,5.0,1917.0099999999995,8.0,Promising
1397,Dimitri,Durie,Male,29.0,1979-01-21,Legal Assistant,Manufacturing,Mass Customer,N,Yes,14.0,41.0,79206 Independence Drive,3061.0,VIC,Australia,5.0,88.0,6.0,4563.95,8.0,Promising
1399,Kaye,Clulow,Female,84.0,1967-08-09,Staff Scientist,Manufacturing,Mass Customer,N,No,15.0,53.0,4 Milwaukee Park,3046.0,VIC,Australia,9.0,16.0,4.0,2234.62,8.0,Promising
1420,Minni,Hanner,Female,14.0,1959-12-10,Dental Hygienist,Health,Mass Customer,N,No,11.0,61.0,255 Doe Crossing Terrace,2767.0,NSW,Australia,8.0,38.0,5.0,2121.6400000000003,8.0,Promising
3127,Tucker,Lewsley,Male,39.0,1971-01-31,Research Nurse,Health,Mass Customer,N,No,10.0,49.0,4753 Sheridan Center,3048.0,VIC,Australia,6.0,35.0,4.0,3898.4999999999995,8.0,Promising
1415,Merilyn,Dikle,Female,68.0,1998-12-14,Executive Secretary,Property,High Net Worth,N,Yes,3.0,22.0,837 Evergreen Junction,2774.0,NSW,Australia,8.0,27.0,4.0,3062.52,8.0,Promising
3087,Gerry,Scatcher,Male,64.0,1986-02-04,Social Worker,Health,Mass Customer,N,No,9.0,34.0,233 Toban Alley,2567.0,NSW,Australia,8.0,58.0,6.0,3708.87,8.0,Promising
1552,Cully,Mangeon,Male,80.0,1988-06-06,Research Associate,Entertainment,Mass Customer,N,Yes,8.0,32.0,8 Bobwhite Park,2768.0,NSW,Australia,10.0,99.0,5.0,5400.32,8.0,Promising
1669,Jabez,Glasspoole,Male,74.0,1978-03-18,VP Accounting,Financial Services,High Net Worth,N,Yes,21.0,42.0,709 Schmedeman Street,2155.0,NSW,Australia,11.0,50.0,6.0,3361.1,8.0,Promising
1324,Randie,Arnowitz,Female,88.0,1978-02-22,Web Designer III,Manufacturing,Mass Customer,N,No,11.0,42.0,7 John Wall Parkway,4020.0,QLD,Australia,5.0,74.0,7.0,2443.26,8.0,Promising
1316,Steven,Castellaccio,Male,79.0,1990-06-03,Recruiter,Retail,High Net Worth,N,Yes,18.0,30.0,482 Bartelt Junction,4280.0,QLD,Australia,7.0,32.0,5.0,2152.88,8.0,Promising
2665,Seth,Murdie,Male,43.0,1965-03-28,Project Manager,Telecommunications,Mass Customer,N,Yes,17.0,55.0,4543 Service Terrace,2566.0,NSW,Australia,8.0,30.0,3.0,3383.62,7.0,Low Potential
651,Minni,Deegin,Female,76.0,1973-10-24,Tax Accountant,Health,Affluent Customer,N,No,13.0,47.0,58729 Moland Trail,2035.0,NSW,Australia,12.0,18.0,3.0,3473.32,7.0,Low Potential
3487,Amalee,Sanderson,Female,4.0,1977-12-15,Analyst Programmer,Health,High Net Worth,N,No,18.0,43.0,30011 Manufacturers Hill,3146.0,VIC,Australia,9.0,10.0,3.0,1837.75,7.0,Low Potential
2357,Lisette,Mingardi,Female,39.0,1962-10-15,Civil Engineer,Manufacturing,Mass Customer,N,No,6.0,58.0,9292 Mcguire Plaza,2073.0,NSW,Australia,12.0,40.0,4.0,2741.81,7.0,Low Potential
1791,Ninon,Van Der Hoog,Female,20.0,1974-12-25,Data Coordiator,IT,Affluent Customer,N,Yes,19.0,46.0,613 Mayfield Trail,4012.0,QLD,Australia,6.0,57.0,6.0,2595.16,7.0,Low Potential
3339,Andrea,Rand,Male,76.0,1986-08-05,Programmer Analyst III,Health,Mass Customer,N,No,21.0,34.0,38 Jackson Lane,3610.0,VIC,Australia,3.0,38.0,5.0,1119.95,7.0,Low Potential
1479,Avrom,Clougher,Male,25.0,1977-10-20,Help Desk Technician,Argiculture,Mass Customer,N,No,21.0,43.0,76 Norway Maple Drive,4509.0,QLD,Australia,6.0,58.0,5.0,2530.6,7.0,Low Potential
1794,Caro,McKirton,Female,53.0,1969-10-03,Administrative Officer,Property,Mass Customer,N,No,8.0,51.0,59 Old Gate Drive,4878.0,QLD,Australia,5.0,1.0,4.0,1713.79,7.0,Low Potential
2344,Wat,Robelin,Male,93.0,1993-04-03,Nurse,Financial Services,Mass Customer,N,Yes,7.0,27.0,694 Northwestern Court,2155.0,NSW,Australia,10.0,47.0,6.0,2605.09,7.0,Low Potential
3160,Eadmund,Braycotton,Male,87.0,1978-03-07,Mechanical Systems Engineer,IT,Mass Customer,N,No,21.0,42.0,9890 Macpherson Drive,2224.0,NSW,Australia,10.0,24.0,4.0,2307.21,7.0,Low Potential
658,Donn,Bonnell,Male,38.0,1944-01-24,Tax Accountant,Manufacturing,Affluent Customer,N,Yes,8.0,76.0,355 Thackeray Circle,3025.0,VIC,Australia,9.0,59.0,5.0,2596.17,7.0,Low Potential
3115,Rip,Spiers,Male,40.0,1981-02-26,Nuclear Power Engineer,Manufacturing,Mass Customer,N,No,8.0,39.0,3538 Bunting Hill,3805.0,VIC,Australia,7.0,115.0,5.0,4020.9100000000003,7.0,Low Potential
2782,Gillian,Scrimshire,Female,91.0,1988-11-05,Tax Accountant,IT,Mass Customer,N,No,12.0,32.0,39 Lindbergh Drive,2170.0,NSW,Australia,8.0,148.0,5.0,3450.8299999999995,7.0,Low Potential
1462,Omero,Hauxley,Male,16.0,1995-07-11,VP Accounting,Financial Services,Mass Customer,N,Yes,1.0,25.0,4 Stone Corner Avenue,4503.0,QLD,Australia,6.0,81.0,5.0,2331.52,7.0,Low Potential
65,Yale,Tanser,Male,21.0,1976-01-04,Information Systems Manager,Financial Services,Affluent Customer,N,Yes,15.0,44.0,308 Jana Crossing,2153.0,NSW,Australia,10.0,136.0,5.0,3799.9699999999993,7.0,Low Potential
677,El,Toupe,Male,59.0,1997-07-28,Senior Cost Accountant,Financial Services,Mass Customer,N,No,5.0,23.0,5 Lyons Alley,2216.0,NSW,Australia,10.0,29.0,5.0,940.36,7.0,Low Potential
2317,Alwin,Cuberley,Male,97.0,1976-07-12,Tax Accountant,Health,Mass Customer,N,Yes,16.0,44.0,08475 Shoshone Park,3116.0,VIC,Australia,9.0,53.0,5.0,2715.29,7.0,Low Potential
3036,Windy,Orehead,Female,24.0,1977-04-17,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,11.0,43.0,2 Grim Court,2168.0,NSW,Australia,8.0,156.0,5.0,3750.7200000000003,7.0,Low Potential
1459,Haydon,Berkery,Male,89.0,1998-06-16,Senior Sales Associate,Manufacturing,Mass Customer,N,No,4.0,22.0,1435 Lukken Trail,2570.0,NSW,Australia,8.0,98.0,4.0,4557.6,7.0,Low Potential
2366,Idette,Mapam,Female,51.0,1975-06-15,Web Designer I,Health,Mass Customer,N,Yes,15.0,45.0,33 Prentice Street,2300.0,NSW,Australia,9.0,48.0,5.0,2554.42,7.0,Low Potential
1490,Lusa,Hargerie,Female,36.0,1970-03-01,Cost Accountant,Financial Services,Mass Customer,N,Yes,6.0,50.0,7 Delaware Hill,2320.0,NSW,Australia,6.0,23.0,4.0,2182.9800000000005,7.0,Low Potential
705,Eddie,Yekel,Male,48.0,1964-01-16,Quality Engineer,Retail,High Net Worth,N,No,14.0,56.0,15 Emmet Street,2233.0,NSW,Australia,10.0,11.0,4.0,502.12,7.0,Low Potential
580,Johnathan,Audiss,Male,83.0,1975-03-12,Compensation Analyst,Financial Services,Mass Customer,N,Yes,14.0,45.0,7046 Surrey Road,2287.0,NSW,Australia,7.0,54.0,5.0,2185.5099999999998,7.0,Low Potential
2411,Casey,McDade,Male,0.0,1964-05-27,Technical Writer,Financial Services,High Net Worth,N,No,13.0,56.0,4006 Algoma Crossing,2041.0,NSW,Australia,12.0,55.0,4.0,3483.39,7.0,Low Potential
2404,Conney,Grouse,Male,13.0,1960-03-14,Graphic Designer,Retail,Mass Customer,N,No,6.0,60.0,91 Norway Maple Hill,2065.0,NSW,Australia,11.0,187.0,5.0,2978.25,7.0,Low Potential
555,Jarib,Senior,Male,99.0,1970-08-11,Junior Executive,Property,Mass Customer,N,No,4.0,50.0,67 8th Terrace,3564.0,VIC,Australia,4.0,85.0,4.0,3505.629999999999,7.0,Low Potential
93,Gordon,Gowar,Male,63.0,1976-07-16,Project Manager,Retail,Mass Customer,N,Yes,10.0,44.0,2 Mcbride Road,3070.0,VIC,Australia,10.0,20.0,3.0,2976.4099999999994,7.0,Low Potential
92,Jodee,Judkins,Female,98.0,1980-11-09,Recruiting Manager,Health,Mass Customer,N,No,12.0,40.0,3 Hintze Pass,3133.0,VIC,Australia,10.0,34.0,3.0,2967.4399999999996,7.0,Low Potential
2731,Meagan,Ferry,Female,74.0,2000-05-18,Accounting Assistant III,Retail,Mass Customer,N,Yes,1.0,20.0,04 Schmedeman Court,2196.0,NSW,Australia,10.0,3.0,4.0,1513.52,7.0,Low Potential
1501,Shelby,Trayhorn,Female,74.0,1973-07-31,Account Executive,Property,Mass Customer,N,Yes,14.0,47.0,8 Arizona Way,2233.0,NSW,Australia,9.0,28.0,5.0,1636.3700000000001,7.0,Low Potential
574,Gerard,Steketee,Male,95.0,1990-09-04,Senior Cost Accountant,Financial Services,Mass Customer,N,No,20.0,30.0,7 Claremont Court,2111.0,NSW,Australia,12.0,28.0,4.0,2172.4100000000003,7.0,Low Potential
1657,Stanwood,Troillet,Male,11.0,1977-08-03,Computer Systems Analyst III,Financial Services,Mass Customer,N,No,5.0,43.0,4 Jay Court,2763.0,NSW,Australia,9.0,61.0,5.0,2675.72,7.0,Low Potential
620,Willy,Langley,Female,54.0,1973-03-26,Financial Analyst,Financial Services,Mass Customer,N,Yes,5.0,47.0,1 Thackeray Crossing,4114.0,QLD,Australia,3.0,103.0,8.0,1981.2999999999997,7.0,Low Potential
581,Brenna,Dacks,Female,32.0,1969-05-22,Computer Systems Analyst IV,Financial Services,Mass Customer,N,Yes,16.0,51.0,58821 Warbler Crossing,2291.0,NSW,Australia,9.0,23.0,4.0,2223.5499999999997,7.0,Low Potential
2384,Garey,Letrange,Male,96.0,1961-07-16,Operator,Health,High Net Worth,N,Yes,6.0,59.0,080 Pond Alley,2065.0,NSW,Australia,9.0,147.0,6.0,3796.7000000000003,7.0,Low Potential
583,Tirrell,Haysham,Male,97.0,1986-04-14,Registered Nurse,Health,Mass Customer,N,No,4.0,34.0,8 Sommers Circle,2305.0,NSW,Australia,7.0,20.0,4.0,2258.1899999999996,7.0,Low Potential
597,Cassandra,Aucoate,Female,6.0,1954-10-12,Recruiter,Manufacturing,Mass Customer,N,No,6.0,66.0,60010 Knutson Road,3137.0,VIC,Australia,7.0,61.0,5.0,1830.3900000000003,7.0,Low Potential
1660,Justinian,Jekyll,Male,85.0,1980-03-16,Internal Auditor,Retail,Affluent Customer,N,No,15.0,40.0,208 Golden Leaf Pass,3195.0,VIC,Australia,10.0,76.0,6.0,2624.36,7.0,Low Potential
609,Margalit,Dorwood,Female,32.0,2000-06-11,Computer Systems Analyst II,Health,Mass Customer,N,No,1.0,20.0,55 Birchwood Alley,2176.0,NSW,Australia,9.0,36.0,4.0,2168.73,7.0,Low Potential
79,Tybi,Silliman,Female,76.0,1968-02-10,Account Executive,Manufacturing,Mass Customer,N,No,18.0,52.0,9527 Ridgeway Street,2073.0,NSW,Australia,10.0,47.0,5.0,1860.29,7.0,Low Potential
617,Idell,Cole,Female,81.0,1960-01-08,Director of Sales,Property,Mass Customer,N,No,15.0,60.0,9 Schmedeman Hill,4075.0,QLD,Australia,7.0,21.0,4.0,2313.43,7.0,Low Potential
1456,Berkie,Croall,Male,97.0,1964-11-12,Health Coach II,Property,Mass Customer,N,Yes,6.0,56.0,1253 Ridge Oak Center,2560.0,NSW,Australia,4.0,8.0,4.0,874.93,7.0,Low Potential
722,Stewart,Brosoli,Male,69.0,1956-03-17,Marketing Manager,IT,Mass Customer,N,No,5.0,64.0,76 Londonderry Park,2777.0,NSW,Australia,9.0,145.0,5.0,2934.44,7.0,Low Potential
3328,Arabella,Delgaty,Female,58.0,1961-06-08,Food Chemist,Health,Mass Customer,N,No,6.0,59.0,282 Monterey Circle,4300.0,QLD,Australia,6.0,40.0,4.0,2068.3,7.0,Low Potential
2244,Sidney,Cargon,Male,97.0,1972-10-05,Software Test Engineer III,Manufacturing,Mass Customer,N,No,5.0,48.0,259 Homewood Pass,2092.0,NSW,Australia,10.0,63.0,5.0,1796.0,7.0,Low Potential
791,Tootsie,Hurt,Female,3.0,1968-09-29,Professor,Manufacturing,Mass Customer,N,Yes,14.0,52.0,79 Arkansas Drive,3008.0,VIC,Australia,10.0,123.0,6.0,3819.0,7.0,Low Potential
1421,Mallorie,Gouth,Female,74.0,1956-04-14,Senior Editor,Property,Mass Customer,N,No,20.0,64.0,2 Alpine Circle,2765.0,NSW,Australia,10.0,53.0,6.0,2529.62,7.0,Low Potential
800,Quint,Popov,Male,68.0,1978-12-31,Account Coordinator,Manufacturing,Mass Customer,N,No,8.0,42.0,92344 Oakridge Drive,4873.0,QLD,Australia,4.0,134.0,6.0,3239.48,7.0,Low Potential
1827,Stormie,Smyth,Female,92.0,1978-01-15,Sales Representative,Retail,Affluent Customer,N,Yes,18.0,42.0,6395 Anthes Hill,4504.0,QLD,Australia,4.0,38.0,4.0,2549.58,7.0,Low Potential
2924,Fina,McLaughlin,Female,79.0,1988-01-26,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,6.0,32.0,90 Nobel Way,3166.0,VIC,Australia,10.0,64.0,6.0,2561.67,7.0,Low Potential
2925,Henderson,Sloey,Male,36.0,1978-02-05,Business Systems Development Analyst,Financial Services,Affluent Customer,N,Yes,19.0,42.0,00 Heath Road,2259.0,NSW,Australia,8.0,54.0,5.0,2770.16,7.0,Low Potential
806,Carter,Kaesmakers,Male,66.0,1992-07-28,Sales Representative,Retail,Mass Customer,N,Yes,7.0,28.0,018 Erie Point,2767.0,NSW,Australia,9.0,31.0,4.0,2189.57,7.0,Low Potential
2768,Forest,Knowling,Male,86.0,1995-09-26,Executive Secretary,Manufacturing,Mass Customer,N,No,3.0,25.0,9 Cascade Junction,2016.0,NSW,Australia,12.0,142.0,6.0,3420.58,7.0,Low Potential
2241,Augy,Jerrems,Male,45.0,1975-02-23,Paralegal,Financial Services,High Net Worth,N,No,10.0,45.0,40062 Steensland Center,3977.0,VIC,Australia,6.0,17.0,4.0,1454.3900000000003,7.0,Low Potential
1427,Jodie,Juett,Male,14.0,1993-09-12,Environmental Specialist,Financial Services,High Net Worth,N,No,8.0,27.0,22 Transport Alley,2761.0,NSW,Australia,9.0,98.0,5.0,3573.8899999999994,7.0,Low Potential
15,Erroll,Radage,Male,91.0,2000-07-13,Junior Executive,Manufacturing,Mass Customer,N,No,1.0,20.0,9861 New Castle Avenue,2428.0,NSW,Australia,9.0,35.0,6.0,1728.39,7.0,Low Potential
2236,Arin,Crickmoor,Male,0.0,1968-04-16,Data Coordiator,Manufacturing,Affluent Customer,N,Yes,13.0,52.0,261 Mosinee Avenue,2335.0,NSW,Australia,5.0,1.0,3.0,2123.71,7.0,Low Potential
3294,Juditha,Leidl,Female,90.0,1986-06-26,Director of Sales,Manufacturing,Affluent Customer,N,No,6.0,34.0,9 Fisk Point,3350.0,VIC,Australia,4.0,62.0,4.0,2826.8900000000003,7.0,Low Potential
826,Marc,Waddilove,Male,92.0,1998-12-25,Recruiting Manager,Financial Services,Mass Customer,N,Yes,1.0,22.0,177 Sheridan Trail,2759.0,NSW,Australia,8.0,4.0,4.0,1454.6100000000004,7.0,Low Potential
830,Jayson,Chilcott,Male,58.0,1981-05-31,VP Quality Control,Manufacturing,Affluent Customer,N,No,6.0,39.0,43 Esker Pass,2228.0,NSW,Australia,8.0,85.0,6.0,2506.27,7.0,Low Potential
9,Mala,Lind,Female,97.0,1973-10-03,Business Systems Development Analyst,Argiculture,Affluent Customer,N,Yes,8.0,47.0,97736 7th Trail,2023.0,NSW,Australia,12.0,78.0,6.0,2353.1099999999997,7.0,Low Potential
838,Hayden,Heersema,Male,27.0,1971-03-02,Financial Advisor,Financial Services,High Net Worth,N,No,15.0,49.0,6 Green Ridge Circle,4350.0,QLD,Australia,3.0,41.0,4.0,1966.08,7.0,Low Potential
1674,Rahal,Woodman,Female,97.0,1977-10-26,Civil Engineer,Manufacturing,High Net Worth,N,No,20.0,43.0,54 Bowman Park,2031.0,NSW,Australia,10.0,19.0,5.0,160.73000000000002,7.0,Low Potential
1422,Georgy,Rickwood,Male,31.0,1972-03-13,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,16.0,48.0,0 Talisman Trail,2769.0,NSW,Australia,10.0,47.0,7.0,1652.3899999999999,7.0,Low Potential
2272,Grete,Hindenburg,Female,82.0,1994-12-21,Internal Auditor,Manufacturing,Mass Customer,N,No,1.0,26.0,503 Clove Crossing,4306.0,QLD,Australia,4.0,104.0,6.0,3344.13,7.0,Low Potential
536,Jannelle,Leist,Female,64.0,1959-07-04,Recruiting Manager,Manufacturing,Affluent Customer,N,No,16.0,61.0,64700 2nd Alley,2145.0,NSW,Australia,7.0,19.0,3.0,2832.0599999999995,7.0,Low Potential
3493,Jeffie,Eakly,Male,30.0,1964-02-29,Research Assistant I,Health,High Net Worth,N,No,18.0,56.0,3 Monument Crossing,2090.0,NSW,Australia,10.0,93.0,6.0,3728.88,7.0,Low Potential
1451,Courtney,Meas,Female,32.0,1977-01-02,Junior Executive,Argiculture,Mass Customer,N,Yes,16.0,43.0,8 Mendota Plaza,2567.0,NSW,Australia,9.0,88.0,6.0,4060.3100000000004,7.0,Low Potential
